"Periodo","GDP.billion.currency.units","Consumo_Privado","exportaciones","importaciones","Total.Government.expenditure","PIB_billones","Consumo_billones","Exportaciones_billones","Importaciones_billones","Gasto_Gobierno_billones","Consumo_vs_PIB","Exportaciones_vs_PIB","GastoGov_vs_PIB","Inversion_Privada_billones","Identidad_Macro","Consumo_Pct","Inversion_Pct","Gasto_Gobierno_Pct","Exportaciones_Netas_Pct"
"2016 Q4",448.65,257165.2,1521396.6,1363451.9,2.47957e+11,448.65,257.1652,152.13966,136.34519,247957,0.57319781566923,0.339105449682381,552.673576284409,-247781.30967,-7.95807864051312e-13,57.319781566923,-55228.1978535607,55267.3576284409,3.52044355288087
"2017 Q1",411.19,257955.6,1492404,1411108.8,1.9342e+11,411.19,257.9556,149.2404,141.11088,193420,0.627339186264257,0.362947542498602,470.390816897298,-193274.89512,4.35989022662397e-11,62.7339186264257,-47003.7926797831,47039.0816897298,1.97707142683431
"2017 Q2",432.58,261461.9,1612219.8,1450831,2.08646e+11,432.58,261.4619,161.22198,145.0831,208646,0.604424383928984,0.372698645337279,482.329280133155,-208491.02078,2.59774424193893e-11,60.4424383928984,-48197.1012945582,48232.9280133155,3.73084284987748
"2017 Q3",430.45,266360.1,1584686,1394096.7,1.98497e+11,430.45,266.3601,158.4686,139.40967,198497,0.618794517365548,0.368146358462075,461.138343593913,-198351.96903,1.66551217262167e-11,61.8794517365548,-46080.1414868161,46113.8343593913,4.42767568823325
"2017 Q4",462.38,263291.1,1620149.6,1488880.7,2.50452e+11,462.38,263.2911,162.01496,148.88807,250452,0.569425796963536,0.350393529131883,541.658376227345,-250266.03799,9.43600753089413e-12,56.9425796963536,-54125.6191855184,54165.8376227345,2.83898308750379
"2018 Q1",421.43,261677.2,1542815,1471343.2,1.97224e+11,421.43,261.6772,154.2815,147.13432,197224,0.620926844315782,0.366090453930665,467.987566143844,-197071.39438,6.93489710101858e-12,62.0926844315782,-46762.545234084,46798.7566143844,1.69593526801604
"2018 Q2",442.1,265628,1695858.2,1533384.3,2.05854e+11,442.1,265.628,169.58582,153.33843,205854,0.600832390861796,0.383591540375481,465.627686043881,-205693.77539,-1.70530256582424e-12,60.0832390861796,-46526.5268921059,46562.7686043881,3.67504863153132
"2018 Q3",437.58,272280.6,1650794,1480421,2.0121e+11,437.58,272.2806,165.0794,148.0421,201210,0.622241875771288,0.377255359020065,459.824489236254,-201061.7379,9.15179043659009e-12,62.2241875771288,-45948.5666392431,45982.4489236254,3.89352804058686
"2018 Q4",470.28,268878,1683950.4,1586512.6,2.5473e+11,470.28,268.878,168.39504,158.65126,254730,0.571740239857106,0.358073998468997,541.65603470273,-254538.34178,-9.09494701772928e-12,57.1740239857106,-54124.84940461,54165.603470273,2.07191035128009
"2019 Q1",426.84,265582,1569737.5,1488789.7,2.01331e+11,426.84,265.582,156.97375,148.87897,201331,0.622205041701809,0.367757824946116,471.67791209821,-201177.83678,1.74509295902681e-11,62.2205041701809,-47131.9081576235,47167.791209821,1.89644363227439
"2019 Q2",446.17,269113.4,1728997,1531536.8,2.10883e+11,446.17,269.1134,172.8997,153.15368,210883,0.603163368222875,0.387519779456261,472.651679852971,-210725.68942,7.73070496506989e-12,60.3163368222875,-47229.9099939485,47265.1679852971,4.42567182912343
"2019 Q3",446.34,273804,1696550.6,1472705.7,2.04164e+11,446.34,273.804,169.65506,147.27057,204164,0.613442667025138,0.380102746784962,457.418111753372,-204013.84849,1.70530256582424e-13,61.3442667025138,-45708.1705627997,45741.8111753372,5.01512075995878
"2019 Q4",477.28,269301.8,1704990.5,1513278,2.5722e+11,477.28,269.3018,170.49905,151.3278,257220,0.564242792490781,0.357230661247067,538.928930606772,-257031.19305,1.51203494169749e-11,56.4242792490781,-53853.3341120516,53892.8930606772,4.01677212537714
"2020 Q1",403.82,247749.5,1466255.8,1378616.8,209404400000,403.82,247.7495,146.62558,137.86168,209404.4,0.613514684760537,0.363096379575058,518.558763805656,-209257.0934,-1.62003743753303e-11,61.3514684760537,-51819.3980981626,51855.8763805656,2.17024912089545
"2020 Q2",370.52,220769.2,1174186.5,1062397.2,231908900000,370.52,220.7692,117.41865,106.23972,231908.9,0.595836122206629,0.31690232646011,625.901165928965,-231770.32813,-2.41016095969826e-11,59.5836122206629,-62552.7172973119,62590.1165928965,3.01709219475332
"2020 Q3",427.55,253957.2,1513359.4,1238642,225812800000,427.55,253.9572,151.33594,123.8642,225812.8,0.593982458192024,0.353960799906444,528.155303473278,-225666.67894,-3.84261511499062e-11,59.3982458192024,-52781.3539796515,52815.5303473278,6.4253865045024
"2020 Q4",455.08,243744.3,1602900.6,1373191.2,2.8117e+11,455.08,243.7443,160.29006,137.31912,281170,0.535607585479476,0.352223916673991,617.847411444142,-280981.63524,1.19939613796305e-11,53.5607585479476,-61743.3495737013,61784.7411444142,5.04767073921069
"2021 Q1",410.29,238607.6,1511835.2,1413767,2.35505e+11,410.29,238.6076,151.18352,141.3767,235505,0.581558409905189,0.368479660727778,573.996441541349,-235343.12442,1.89288584806491e-11,58.1558409905189,-57360.1902118014,57399.6441541349,2.39021667600965
"2021 Q2",437.87,255197,1727076.5,1543526.8,2.52498e+11,437.87,255.197,172.70765,154.35268,252498,0.582814533994108,0.394426770502661,576.650604060566,-252333.68197,-9.54969436861575e-12,58.2814533994108,-57627.5337360404,57665.0604060566,4.19187658437436
