Periodo,Consumo_Privado,Consumo_pct_cambio_trimestral,Consumo_pct_cambio_anual
2018-07-01,272280.6,2.5044799494029046,2.222742820715262
2018-10-01,268878,-1.2496667041280163,2.1219479124056972
2019-01-01,265582,-1.2258347652094992,1.4922201857861417
2019-04-01,269113.4,1.3296834875857533,1.3121357688195667
2019-07-01,273804,1.7429826980001728,0.5594963431107658
2019-10-01,269301.8,-1.6443149113964828,0.15761795312372318
2020-01-01,247749.5,-8.003028572404636,-6.714498723558071
2020-04-01,220769.2,-10.890153158734927,-17.964248528687165
2020-07-01,253957.2,15.0328940812396,-7.248542753210319
2020-10-01,243744.3,-4.021504410979492,-9.490281906767795
2021-01-01,238607.6,-2.1074133836155307,-3.689977174525072
2021-04-01,255197,6.952586589865528,15.594476041041961
2021-07-01,272669.3,6.846593024212666,7.368210076343562
2021-10-01,271226.9,-0.5289924461609585,11.275176486178351
2022-01-01,272496.6,0.4681320326265448,14.202816674741282
2022-04-01,286708.1,5.215294429361683,12.347754871726547
2022-07-01,301442.8,5.139268824285059,10.552526448705457
2022-10-01,305865.9,1.4673098843296373,12.771225862921408
2023-01-01,301907.6,-1.2941292246046565,10.793162189913552
2023-04-01,306527.7,1.5303026488899363,6.912814810603551
2023-07-01,314413.1,2.5724918172158606,4.302740022319318
2023-10-01,308898,-1.7540935794341794,0.991316782943108
2024-01-01,306364.5,-0.8201736495542233,1.4762463747186372
2024-04-01,310143.4,1.2334653656020933,1.179567132105852
2024-07-01,322006,3.8248758477529954,2.4149439065993095
2024-10-01,318893.5,-0.9665968957100146,3.2358577912450004
2025-01-01,313378.2,-1.7295115767489766,2.2893318253257133
2025-04-01,318603,1.6672506256019126,2.727641471654718
